type,object_id,text_id,flavor_text
"('Misc', 5)",441,44100,"{'name': ""Blondie's Dog Tags"", 'description': 'These dog tags have the owner\'s name scratched off and the name ""Blondie"" scrawled on the back. Beneath the name is the number ""11.""'}"
"('Misc', 5)",191,19100,"{'name': 'Security Disk', 'description': 'A holotape with the writing ""Security Log"" on the label. You can use it to transfer the data it contains to your PIPBoy.'}"
"('Container', 1)",168,16800,"{'name': 'Stuff', 'description': 'These are miscellaneous items, also known as ""stuff"".'}"
"('Weapon', 3)",520,52000,"{'name': 'Heavy Dual Minigun', 'description': 'Only use for Auto-Cannon Critter.'}"
"('Armor', 0)",381,38100,"{'name': 'Combat Armor Mark II', 'description': 'High tech armor, made out of advanced defensive polymers.'}"
"('Misc', 5)",56,5600,"{'name': 'Dog Tags', 'description': 'A set of military dog tags. The name Darkwater is readable, but not much else is.'}"
"('Weapon', 3)",293,29300,"{'name': 'Plated Boxing Gloves', 'description': 'Someone has ""accidentally"" slipped metal plates into these boxing gloves. It could technically be considered cheating, but you prefer to think of it as an increased opportunity to dispense bone-crunching damage.'}"
"('Weapon', 3)",393,39300,"{'name': 'Phazer', 'description': 'NEED LONG DESCRIPTION. Min ST: 3.'}"
"('Weapon', 3)",390,39000,"{'name': 'Solar Scorcher', 'description': ""Without the sun's rays to charge this weapon's cpacitors this gun can't light a match. However, in full daylight, the experimental photo-electric cells that power the Scorcher allow it to turn almost anything into a crispy critter. Min ST: 3.""}"
"('Misc', 5)",321,32100,"{'name': 'Cybernetic Brain', 'description': 'A human brain that has been enhanced by the addition of electronic and robotic attachments.'}"
"('Misc', 5)",210,21000,"{'name': 'Stealth Boy', 'description': 'A RobCo Stealth Boy 3001 personal stealth device. Generates a modulating field that transmits the reflected light from one side of an object to the other.'}"
"('Misc', 5)",418,41800,"{'name': 'Poison Tank', 'description': ""This tank looks suspiciously like an oxygen tank, but there is a small skull and crossbones symbol etched in the bottom. If you hadn't examined it closely, you wouldn't have seen the symbol.""}"
"('Misc', 5)",490,49000,"{'name': 'NCR History Holodisk', 'description': 'The label reads: ""History of NCR.""'}"
"('Misc', 5)",308,30800,"{'name': 'Super Tool Kit', 'description': 'An impressive tool set made by ""Snap-Off"".'}"
"('Misc', 5)",100,10000,"{'name': 'Radio', 'description': 'A model 2043B Radio Communicator, from the fine people at Wattz Electronics. Dependable, rugged, and camouflaged. With the optional RS-121 interface.'}"
"('Container', 1)",189,18900,"{'name': 'Locker', 'description': 'A locker.'}"
"('Armor', 0)",74,7400,"{'name': 'Leather Jacket', 'description': 'A black, heavy leather jacket.'}"
"('Weapon', 3)",497,49700,"{'name': 'Plated Boxing Gloves', 'description': 'Someone has ""accidentally"" slipped metal plates into these boxing gloves. It could technically be considered cheating, but you prefer to think of it as an increased opportunity to dispense bone-crunching damage.'}"
"('Misc', 5)",419,41900,"{'name': 'Mine Parts', 'description': 'You see a bundle of parts that are clearly labeled ""GX-9 Air Purifier"". Using your incredible deductive skills, you decide that they are probably parts for a broken air purifier.'}"
"('Weapon', 3)",6,600,"{'name': 'Sledgehammer', 'description': 'A large hammer with big handle. Very popular with the muscular crowd. Min ST: 6.'}"
"('Misc', 5)",307,30700,"{'name': 'Plasma Transformer', 'description': 'This is a Three-step Plasma Transformer.'}"
"('Misc', 5)",262,26200,"{'name': 'Rubber Boots', 'description': 'An old pair of sturdy rubber work boots. They look durable enough to keep out sludge, at least for a while.'}"
"('Misc', 5)",475,47500,"{'name': 'Unused', 'description': 'Unused'}"
"('Misc', 5)",112,11200,"{'name': 'Urn', 'description': 'A beautiful golden urn, with the name ""Harriet"" inscribed on the front and ashes inside.'}"
"('Misc', 5)",219,21900,"{'name': 'Medium Healing', 'description': 'Barter for this option if you want medium healing.'}"
"('Misc', 5)",442,44200,"{'name': ""Angel-Eyes' Dog Tags"", 'description': 'These dog tags list the owner as ""Angel-Eyes."" Beneath the name is the number ""16.""'}"
"('Misc', 5)",453,45300,"{'name': 'Password Paper', 'description': 'This is three pieces of a single page that, when assembled, reveal three passwords. The text reads: 1. Physics Password KSLJKJ: Ken-Lee-97313, 2. Chemistry Password TIUASPO- Lo-Shi-S12908, 3. Biology Password INTLVR- Dnky-Pnch-98790'}"
"('Misc', 5)",509,50900,"{'name': 'Damaged Rubber Doll', 'description': ""This inflatable rubber sex doll has a torn seam. It's obviously been well used.""}"
"('Container', 1)",346,34600,"{'name': 'Gravesite', 'description': 'Gravesite'}"
"('Weapon', 3)",320,32000,"{'name': 'Sharpened Pole', 'description': 'A wood pole sharpened at one end. Min ST: 4.'}"
"('Misc', 5)",284,28400,"{'name': 'Meat Jerky', 'description': 'These smoked and dried chunks of beast-flesh remain chewy-licious and even somewhat nutritious for years, and years, and years....'}"
"('Key', 6)",438,43800,"{'name': 'Temple Key', 'description': 'A key for the Arroyo Temple door.'}"
"('Ammo', 4)",361,36100,"{'name': 'HN Needler Cartridge', 'description': ""Ammunition. This cartridge appears to be ammo for the HN Needler Pistol. Each 'bullet' is a small hypodermic designed to inject a target with its contents upon impact.""}"
"('Drug', 2)",469,46900,"{'name': 'Rot Gut', 'description': 'A very strong liquor or cleaning fluid, you decide.'}"
"('Container', 1)",90,9000,"{'name': 'Back Pack', 'description': 'A basic backpack, with optional carrying straps.'}"
"('Misc', 5)",312,31200,"{'name': 'Part Requisition Form', 'description': 'This is a Part Requisition Request form.'}"
"('Drug', 2)",81,8100,"{'name': 'Iguana-on-a-stick', 'description': ""A cooked iguana, roasted in it's own skin.""}"
"('Misc', 5)",343,34300,"{'name': ""Ranger's Map"", 'description': ""A map of the surrounding area -- it won't help you much -- but there are code names on it for the Ranger safe houses in the north.""}"
"('Armor', 0)",240,24000,"{'name': 'Tesla Armor', 'description': 'This shining armor provides superior protection against energy attacks. The three Tesla Attraction Coil Rods disperse a large percentage of directed energy attacks.'}"
"('Ammo', 4)",363,36300,"{'name': '7.62mm', 'description': 'Ammunition. Caliber: 7.62mm.'}"
"('Weapon', 3)",500,50000,"{'name': 'FN FAL HPFA', 'description': 'Wall Safe'}"
"('Container', 1)",467,46700,"{'name': ""Jesse's Container"", 'description': ""Smitty's Meal""}"
"('Misc', 5)",140,14000,"{'name': 'Access Card', 'description': 'A security access card. Still in working condition.'}"
"('Container', 1)",347,34700,"{'name': 'Gravesite', 'description': 'Advanced Power Armor'}"
"('Misc', 5)",516,51600,"{'name': 'Pip Boy Medical Enhancer', 'description': ""This Pip Boy medical enhancer consists of a storage holodisk, microfilament cord, headgear, and an optical sensor that is placed over the user's left eye. When used, an optical flash transmits a dictionary of physician skills and know-how into the user's memory, permanently improving the user's doctor skill.""}"
"('Weapon', 3)",79,7900,"{'name': 'Flare', 'description': 'A flare. Creates light for a short period of time. The paper is a little worn, but otherwise it is in good condition. Twist the top to activate it.'}"
"('Misc', 5)",229,22900,"{'name': 'Small Piece Of Machinery', 'description': 'You see a Systolic Motivator. This unusual piece of machinery is very small.'}"
"('Container', 1)",60,6000,"{'name': 'Bookcase', 'description': 'A wooden bookcase.'}"
"('Misc', 5)",298,29800,"{'name': 'Trapper Town Key', 'description': 'A standard key.'}"
"('Weapon', 3)",4,400,"{'name': 'Knife', 'description': 'A sharp-bladed cutting and stabbing weapon. Min ST: 2.'}"
"('Container', 1)",155,15500,"{'name': 'Shelves', 'description': 'A set of wooden shelves.'}"
"('Misc', 5)",254,25400,"{'name': 'Fuel Cell Regulator', 'description': ""Some car-owners installed this regulator, that doubles your car's mileage between charges, but most drivers didn't care how much juice their cars consumed, after all, power's cheap and plentiful so why worry.""}"
"('Misc', 5)",227,22700,"{'name': 'Small Dusty Box Of Some Sort', 'description': ""A television dinner. You're not sure, but it's definitely not edible. You're not quite sure if it ever was.""}"
"('Weapon', 3)",18,1800,"{'name': 'Desert Eagle .44', 'description': 'An ancient Desert Eagle pistol, in .44 magnum. Interest in late 20th century films made this one of the most popular handguns of all times. Min ST: 4.'}"
"('Container', 1)",136,13600,"{'name': 'Locker', 'description': 'A storage container.'}"
"('Weapon', 3)",371,37100,"{'name': 'Claw', 'description': 'Claw'}"
"('Weapon', 3)",531,53100,{}
"('Container', 1)",370,37000,"{'name': 'Ammo Crate', 'description': 'Claw'}"
"('Container', 1)",70,7000,"{'name': 'Dresser', 'description': 'A wooden dresser.'}"
"('Container', 1)",186,18600,"{'name': 'Desk', 'description': 'A generic desk.'}"
"('Drug', 2)",53,5300,"{'name': 'Mentats', 'description': 'A pillbox of mind-altering chems. Increases memory related functions, and speeds other mental processes. Highly habit-forming.'}"
"('Misc', 5)",409,40900,"{'name': 'Paramedics Bag', 'description': 'This bag contains instruments and chems used by paramedics in the field. The tools contained are specifically designed for high trauma and emergency cases.'}"
"('Misc', 5)",366,36600,"{'name': 'G.E.C.K.', 'description': 'The Garden of Eden Creation Kit. This unit is standard equipment for all Vault-Tec vaults. A GECK is the resource for rebuilding civilization after the bomb. Just add water and stir.'}"
"('Drug', 2)",525,52500,"{'name': 'Hypo', 'description': ""A medical injection instrument of some kind. It looks very high tech. You don't know what it's filled with but it appears to have only one dose left.""}"
"('Container', 1)",184,18400,"{'name': 'Desk', 'description': 'A generic desk.'}"
"('Armor', 0)",3,300,"{'name': 'Power Armor', 'description': 'A self-contained suit of advanced technology armor. Powered by a micro-fusion reactor, with enough fuel to last a hundred years.'}"
"('Weapon', 3)",115,11500,"{'name': 'Super Sledge', 'description': 'A Super Sledgehammer, manufactured by the Brotherhood of Steel, using the finest weapons technology available. Includes a kinetic energy storage device, to increase knockback. Min ST: 5.'}"
"('Misc', 5)",465,46500,"{'name': 'Medical Holodisk', 'description': 'The label reads: Medical log.'}"
"('Misc', 5)",333,33300,"{'name': 'Heart Pills', 'description': 'These pills are used by people with heart problems.'}"
"('Misc', 5)",304,30400,"{'name': 'Deck of ""Tragic"" Cards', 'description': 'This is a deck of cards for a collectible card game. Looks like it could be an expensive hobby if you got hooked.'}"
"('Container', 1)",199,19900,"{'name': 'Box', 'description': 'Box'}"
"('Misc', 5)",76,7600,"{'name': 'Deans Electronics', 'description': 'A study book on the field of electronics. A note on the cover says that it is for the ""budding young electrician in everyone!""'}"
"('Misc', 5)",51,5100,"{'name': 'Dynamite', 'description': 'A high explosive, consisting of nitroglycerin mixed with the absorbent substance kiselguhr. Includes a timer.'}"
"('Ammo', 4)",34,3400,"{'name': '.223 FMJ', 'description': 'A case of ammunition, .223 caliber, Full Metal Jacket.'}"
"('Drug', 2)",481,48100,"{'name': 'Bonus +1 Intelligence', 'description': 'Bonus +1 Strength'}"
"('Misc', 5)",483,48300,"{'name': 'Fallout 2 Hintbook', 'description': 'Well, THIS would have been good to have at the beginning of the goddamn game.'}"
"('Weapon', 3)",116,11600,"{'name': 'Ripper', 'description': ""A Ripper(tm) vibroblade. Powered by a small energy cell, the chainblade rips and tears into it's target. Min ST: 4.""}"
"('Misc', 5)",474,47400,"{'name': 'Daisies', 'description': ""A flower pot of daisies. Aren't they nice?""}"
"('Misc', 5)",302,30200,"{'name': 'Gecko Holodisk', 'description': 'The label on this holotape reads: ""Gecko Economic Data."" It\'s difficult to interpret most of the technical charts, tables, and formulae here, but the majority of the information seems to highlight the advantages of a Vault City -- Gecko alliance.'}"
"('Armor', 0)",232,23200,"{'name': 'Hardened Power Armor', 'description': 'A suit of T-51b Power Armor. The hardening process has improved the defensive capability of this high-tech armor system.'}"
"('Misc', 5)",267,26700,"{'name': ""Vic's Water Flask"", 'description': ""This relic of the Vault was probably used to contain some sacred sacrament. The Holy number 13 is emblazoned on the side of this precious link to your people's past, and hopeful future.""}"
"('Drug', 2)",482,48200,"{'name': 'Bonus +1 Strength', 'description': 'Fallout 2 Hintbook'}"
"('Misc', 5)",468,46800,"{'name': ""Smitty's Meal"", 'description': ""It's some kind of salad and a sandwich made out of what you think is Brahmin meat covered in a thick dark yellow sauce. There is also a strange pickled green vegetable on the side.""}"
"('Key', 6)",105,10500,"{'name': 'Key', 'description': 'A special key of some sort.'}"
"('Ammo', 4)",14,1400,"{'name': 'Explosive Rocket', 'description': 'A rocket with a large explosive warhead.'}"
"('Misc', 5)",317,31700,"{'name': 'Cosmetics Case', 'description': 'This is a genuine Mary May brand cosmetics case.'}"
"('Misc', 5)",58,5800,"{'name': 'Tape', 'description': 'A Wattz Electronics Holodisc tape. This particular tape looks to be into very poor condition.'}"
"('Ammo', 4)",95,9500,"{'name': '12 ga. Shotgun Shells', 'description': 'Shotgun ammunition. This particular ammo is marked: ""12-gauge shells, not for use by children under the age of 3.""'}"
"('Weapon', 3)",292,29200,"{'name': 'Boxing Gloves', 'description': 'A pair of boxing gloves that smell faintly of sweat. They look like they have seen a lot of use: many old blood stains still remain.'}"
"('Drug', 2)",334,33400,"{'name': 'Poison', 'description': 'A hypodermic needle full of powerful poison.'}"
"('Misc', 5)",450,45000,"{'name': 'Torn Paper 1', 'description': ""You see a piece of paper with writing on it. It looks like it's part of a code of some sort. Unfortunately, the code is incomplete. If only you could find all three pieces. You can make out the following: 1. Physics Password KSLJ, 2. Chemistry Password TIU, 3. Biology Password INTL""}"
"('Container', 1)",367,36700,"{'name': 'Ammo Crate', 'description': 'Ammo Crate'}"
"('Container', 1)",68,6800,"{'name': 'Dresser', 'description': 'A wooden dresser.'}"
"('Container', 1)",369,36900,"{'name': 'Ammo Crate', 'description': 'Ammo Crate'}"
"('Drug', 2)",378,37800,"{'name': 'Cookie', 'description': 'A chocolate chip cookie. Yum!'}"
"('Misc', 5)",505,50500,"{'name': 'Red Memory Module', 'description': 'A read only computer memory module containing medical information. This module details strength enhancements.'}"
"('Misc', 5)",316,31600,"{'name': 'Condom (Red Package)', 'description': 'This is a Jimmy Hats brand condom, a very reliable brand. This one contains phosophorous red dye #5 and has a yummy cinnamon bun flavor... or so you heard.'}"
"('Misc', 5)",324,32400,"{'name': 'Abnormal Brain', 'description': ""Quite possibly a human brain. The color doesn't seem quite right and the left hemisphere of the brain has caved in on itself.""}"
"('Misc', 5)",439,43900,"{'name': 'Pocket Lint', 'description': 'Some fuzz you found in a pocket.'}"
"('Misc', 5)",281,28100,"{'name': ""Dixon's Eye"", 'description': 'A small jar containing a human eye suspended in some kind of liquid. The label says Corporal Dixon.'}"
"('Weapon', 3)",23,2300,"{'name': 'Assault Rifle', 'description': 'An AK-112 5mm Assault Rifle. An old military model, out of use around the time of the war. Can fire single-shot or burst, using the high velocity 5mm rounds. Min ST: 5.'}"
"('Armor', 0)",239,23900,"{'name': 'Brotherhood Armor', 'description': 'A superior version of Combat Armor. The Brotherhood of Steel have made many improvements over the standard version.'}"
"('Container', 1)",521,52100,"{'name': 'Poor Box', 'description': 'A small box used to collect money for the poor.'}"
"('Drug', 2)",424,42400,"{'name': 'Monument Chunk', 'description': 'This is a piece of the disgruntled stone monument you found out in the desert. Although many of your village would no doubt regard it as a sacred relic, somehow you suspect that you have been cheated.'}"
"('Container', 1)",169,16900,"{'name': 'Stuff', 'description': 'These are miscellaneous items, also known as ""stuff"".'}"
"('Misc', 5)",54,5400,"{'name': 'Stealth Boy', 'description': 'A RobCo Stealth Boy 3001 personal stealth device. Generates a modulating field that transmits the reflected light from one side of an object to the other.'}"
"('Misc', 5)",492,49200,"{'name': 'Tanker Fob', 'description': 'An encoded passkey that provides access to high security areas.'}"
"('Weapon', 3)",299,29900,"{'name': 'Pipe Rifle', 'description': 'This is a hand-made single shot rifle. Min ST: 5.'}"
"('Drug', 2)",125,12500,"{'name': 'Booze', 'description': 'An ancient liquor, from the pre-War era.'}"
"('Misc', 5)",238,23800,"{'name': 'Regulator Transmission', 'description': 'A holotape recording of an audio transmission.'}"
"('Container', 1)",183,18300,"{'name': 'Desk', 'description': 'A generic desk.'}"
"('Misc', 5)",322,32200,"{'name': 'Human Brain', 'description': 'A typical human brain. Normally they are found in human skulls. Yuck.'}"
"('Weapon', 3)",20,2000,"{'name': 'Crowbar', 'description': 'A very solid and heavy piece of metal, specially designed to exert leverage. Or pound heads. Min ST: 5.'}"
"('Container', 1)",180,18000,"{'name': 'Crate', 'description': 'A wooden crate filled with generic stuff.'}"
"('Container', 1)",510,51000,"{'name': 'Pool Table', 'description': 'Pool Table'}"
"('Misc', 5)",337,33700,"{'name': 'Lynette Holodisk', 'description': 'This is the holodisk you got from Lynette.'}"
"('Container', 1)",43,4300,"{'name': 'Ice Chest', 'description': 'On old-style ice chest. The hinges are in good working condition.'}"
"('Misc', 5)",192,19200,"{'name': 'Alpha Experiment Disk', 'description': 'The label on this holotape reads: ""Alpha Experiment Log""'}"
"('Misc', 5)",503,50300,"{'name': 'Blue Memory Module', 'description': 'A read only computer memory module containing medical information. This module details charisma enhancements.'}"
"('Misc', 5)",88,8800,"{'name': 'Watch', 'description': 'An expensive watch. Not really working, but it still looks nice.'}"
"('Weapon', 3)",391,39100,"{'name': 'H&K G11E', 'description': 'This gun revolutionized squad level support weapon design. The gun fires a caseless cartridge consisting of a block of propellant with a bullet buried inside. The resultant weight and space savings allow it to have a very high magazine capacity. Min ST: 6.'}"
"('Misc', 5)",413,41300,"{'name': 'Stables ID Badge', 'description': 'This is a temporary ID badge. It has a red stripe through it, which seems to indicate that you are a ""Stables Researcher.""'}"
"('Misc', 5)",301,30100,"{'name': 'Clipboard', 'description': 'This is a clipboard with the coolant report.'}"
"('Misc', 5)",452,45200,"{'name': 'Torn Paper 3', 'description': ""You see a piece of paper with writing on it. It looks like it's part of a code of some sort. Unfortunately, the code is incomplete. If only you could find all three pieces. You can make out the following: 7313, hi-S12908, 98790""}"
"('Misc', 5)",80,8000,"{'name': 'First Aid Book', 'description': 'A study book on the concepts and practical use of first aid skills.'}"
"('Weapon', 3)",241,24100,"{'name': '.223 Pistol', 'description': 'A .223 rifle modified and cut down to a pistol. This is a one-of-a-kind firearm, obviously made with love and skill. Min ST: 5.'}"
"('Container', 1)",179,17900,"{'name': 'Stuff', 'description': 'These are miscellaneous items, also known as ""stuff"".'}"
"('Misc', 5)",471,47100,"{'name': '""The Lavender Flower""', 'description': 'It appears to be some kind of romance novel written by Dorothy Rixon. The cover has a woman laying on a bed surrounded by a hundred flowers.'}"
